Usage statistics from between 23:00 and 04:00 each day
,HS Main (kWh),HS MWSB Main (kVARh),HS MWSB Main (kVAh),HS DHB Plugload (kWh),HS DL Lighting (kWh),HS DG Gym (kWh),HS-Kitchen Emergency (kWh),HS DE Kitchen- Emergency (kVARh),HS DE Kitchen- Emergency (kVAh),HS PBA AHU1- 4  (KWh),HS M1 Chillers (kWh),HS CC (kWh),HS CC (kVARh),HS CC (kVAh),HS Gas (100 Cu Ft)
2017-01-20,450.0,494.0,670.0,38.79999999998836,112.5,96.59999999997672,139.80000000004657,51.20000000001164,150.0,,0.08000000000174623,74.20000000001164,170.0,185.69999999995343,1.0
2017-01-21,422.0,487.0,644.0,37.89999999999418,105.40000000002328,74.0,138.80000000004657,50.0,148.5,,0.12000000000261934,76.89999999996508,169.20000000006985,186.20000000006985,0.0
2017-01-22,464.0,513.0,693.0,40.89999999999418,107.09999999997672,118.60000000009313,137.5,49.29999999998836,147.09999999997672,,0.05000000000291038,72.5,169.19999999995343,184.40000000002328,0.0
2017-01-23,538.0,537.0,760.0,36.5,105.90000000002328,84.30000000004657,250.60000000009313,106.79999999998836,273.20000000006985,,0.040000000000873115,76.20000000001164,168.0,184.79999999993015,5.0
2017-01-24,454.0,509.0,684.0,37.5,110.90000000002328,72.30000000004657,174.20000000006985,69.10000000000582,188.30000000004657,,0.059999999997671694,73.60000000003492,169.20000000006985,184.59999999997672,3.0
2017-01-25,423.0,498.0,654.0,38.60000000000582,108.0,74.5,142.0,54.60000000000582,153.09999999997672,,0.06000000000494765,72.30000000004657,168.5,183.69999999995343,1.0
2017-01-26,422.0,492.0,649.0,38.69999999998254,110.29999999993015,71.69999999995343,140.59999999997672,53.10000000000582,151.29999999993015,,0.09999999999854481,72.5,168.0,183.09999999997672,0.0
2017-01-27,491.0,496.0,700.0,40.30000000001746,135.80000000004657,97.59999999997672,156.29999999993015,49.5,165.19999999995343,,0.05000000000291038,72.70000000001164,168.09999999997672,183.5,0.0
2017-01-28,584.0,533.0,793.0,40.10000000000582,121.09999999997672,82.40000000002328,257.79999999993015,105.79999999998836,279.5,,0.00999999999476131,100.30000000004657,154.80000000004657,190.80000000004657,5.0
2017-01-29,601.0,523.0,798.0,40.5,139.90000000002328,94.89999999990687,292.20000000006985,112.39999999999418,314.19999999995343,,0.0,50.100000000034925,137.29999999993015,146.39999999990687,9.0
2017-01-30,702.0,597.0,924.0,37.5,113.40000000002328,122.70000000006985,266.80000000004657,120.60000000000582,293.5999999999767,,0.0,180.59999999997672,197.69999999995343,275.0999999999767,6.0
2017-01-31,528.0,508.0,735.0,39.29999999998836,120.40000000002328,79.59999999997672,250.5,107.60000000000582,273.4000000000233,,0.0,53.79999999998836,136.0,146.79999999993015,5.0
2017-02-01,580.0,562.0,808.0,36.39999999999418,118.80000000004657,87.29999999993015,257.9000000000233,110.79999999998836,281.5,,0.0,96.89999999996508,184.70000000006985,208.80000000004657,8.0
2017-02-02,571.0,568.0,807.0,36.89999999999418,119.5,77.0,260.0,114.19999999998254,284.69999999995343,,0.0,96.09999999997672,185.20000000006985,208.80000000004657,7.0
2017-02-03,659.0,631.0,914.0,36.40000000002328,112.19999999995343,76.59999999997672,258.0999999999767,117.10000000000582,284.19999999995343,,0.0,195.19999999995343,245.29999999993015,313.80000000004657,8.0
2017-02-04,614.0,607.0,865.0,36.30000000001746,109.80000000004657,77.79999999993015,250.90000000002328,106.10000000000582,273.0999999999767,,0.0,156.89999999996508,229.79999999993015,280.5,6.0
2017-02-05,594.0,530.0,798.0,36.90000000002328,110.5,169.29999999993015,230.20000000006985,91.0,248.40000000002328,,0.06999999999970896,64.0,138.40000000002328,153.5,10.0
2017-02-06,537.0,526.0,752.0,38.89999999999418,124.29999999993015,82.20000000006985,254.40000000002328,107.79999999998836,277.20000000006985,,0.040000000000873115,53.600000000034925,138.09999999997672,148.59999999997672,4.0
2017-02-07,591.0,554.0,812.0,37.20000000001164,122.5,77.0,257.29999999993015,108.79999999998836,280.0,,0.0,115.10000000003492,172.89999999990687,213.90000000002328,6.0
2017-02-08,511.0,542.0,745.0,37.5,126.19999999995343,71.30000000004657,221.20000000006985,92.5,240.5,,0.05000000000291038,70.09999999997672,169.30000000004657,183.5,5.0
2017-02-09,677.0,624.0,921.0,37.90000000002328,120.5,169.59999999997672,277.4000000000233,131.19999999998254,307.5999999999767,,0.0,79.60000000003492,171.19999999995343,189.5,12.0
2017-02-10,706.0,610.0,937.0,36.10000000000582,123.5,79.09999999997672,298.9000000000233,124.0,324.5,,0.0,190.0,208.59999999997672,290.5999999999767,8.0
2017-02-11,806.0,637.0,1028.0,37.39999999999418,140.30000000004657,174.09999999997672,305.20000000006985,121.29999999998836,329.20000000006985,,0.0,156.5,181.39999999990687,241.79999999993015,12.0
2017-02-12,771.0,746.0,1073.0,38.29999999998836,125.0,136.89999999990687,252.90000000002328,111.0,276.80000000004657,,0.01999999999679858,242.29999999998836,351.0999999999767,427.0,9.0
2017-02-13,652.0,612.0,894.0,37.0,114.60000000009313,163.0,268.4000000000233,121.10000000000582,295.19999999995343,,0.0,73.0,170.09999999997672,185.30000000004657,12.0
2017-02-14,543.0,552.0,774.0,39.0,119.09999999997672,70.19999999995343,256.0,111.29999999998836,279.79999999993015,,0.0,77.20000000001164,171.5,188.19999999995343,5.0
2017-02-15,606.0,630.0,874.0,36.19999999998254,117.79999999993015,74.70000000006985,256.19999999995343,108.10000000000582,278.9000000000233,,0.040000000000873115,140.40000000002328,247.70000000006985,284.5999999999767,4.0
2017-02-16,616.0,629.0,881.0,38.10000000000582,117.5,73.0,261.0,115.60000000000582,286.30000000004657,,0.0,145.59999999997672,245.90000000002328,286.0,7.0
2017-02-17,596.0,634.0,871.0,35.5,115.5,65.20000000006985,257.0,113.20000000001164,281.5999999999767,,0.0,142.30000000004657,248.90000000002328,286.9000000000233,7.0
2017-02-18,480.0,574.0,750.0,35.5,116.89999999990687,63.0,138.59999999997672,49.0,148.0,,0.09999999999854481,141.0,248.20000000006985,285.80000000004657,0.0
2017-02-19,479.0,571.0,746.0,35.90000000002328,119.40000000002328,64.5,133.29999999993015,48.5,142.90000000002328,,0.0900000000037835,140.0,246.5,283.69999999995343,0.0
2017-02-20,620.0,646.0,895.0,35.0,111.59999999997672,91.5,261.0999999999767,111.0,284.4000000000233,,0.0,141.20000000001164,248.40000000002328,285.79999999993015,7.0
2017-02-21,455.0,514.0,686.0,38.0,114.10000000009313,88.10000000009313,138.10000000009313,47.5,147.19999999995343,,0.059999999997671694,90.29999999998836,190.5,211.40000000002328,0.0
2017-02-22,428.0,490.0,651.0,37.30000000001746,115.5,71.20000000006985,137.5,50.40000000002328,147.60000000009313,,0.06000000000494765,79.40000000002328,170.59999999997672,188.30000000004657,0.0
2017-02-23,491.0,565.0,750.0,33.60000000000582,112.5,65.5,137.19999999995343,50.29999999998836,147.10000000009313,,0.059999999997671694,156.20000000001164,250.79999999993015,296.20000000006985,0.0
2017-02-24,434.0,495.0,661.0,34.10000000000582,111.79999999993015,49.5,135.30000000004657,53.10000000000582,146.30000000004657,,0.0900000000037835,114.90000000002328,192.0,226.09999999997672,0.0
2017-02-25,407.0,492.0,639.0,33.79999999998836,103.30000000004657,68.30000000004657,136.40000000002328,52.59999999997672,147.0,,0.07999999999447027,77.80000000004657,174.20000000006985,190.90000000002328,1.0
2017-02-26,513.0,545.0,750.0,34.40000000002328,104.80000000004657,66.20000000006985,249.0,109.0,272.5,,0.0,74.70000000001164,170.29999999993015,186.09999999997672,7.0
2017-02-27,501.0,527.0,727.0,38.0,108.79999999993015,84.59999999997672,210.69999999995343,89.79999999998836,230.0,,0.040000000000873115,74.19999999995343,170.0,185.79999999993015,5.0
2017-02-28,426.0,496.0,655.0,37.29999999998836,112.29999999993015,72.5,141.40000000002328,53.39999999999418,152.09999999997672,,0.07999999999447027,75.20000000001164,171.5,187.5,0.0
2017-03-01,429.0,476.0,642.0,40.5,113.20000000006985,61.59999999997672,140.19999999995343,55.60000000000582,151.70000000006985,,0.06000000000494765,86.10000000003492,169.0,189.90000000002328,0.0
2017-03-02,542.0,548.0,772.0,38.39999999999418,114.5,72.19999999995343,256.20000000006985,112.20000000001164,280.39999999990687,,0.0,78.40000000002328,169.79999999993015,187.19999999995343,4.0
2017-03-03,604.0,610.0,860.0,39.0,103.20000000006985,76.5,266.30000000004657,132.10000000000582,297.69999999995343,,0.0,138.70000000001164,209.90000000002328,252.5,7.0
