Usage statistics start at 05:00 each day
,HS Main (kWh),HS DHB Plugload (kWh),HS DL Lighting (kWh),HS-Kitchen Emergency (kWh),HS DG Gym (kWh),HS PBA AHU1- 4  (KWh),HS M1 Chillers (kWh),HS CC (kWh),HS Gas (100 Cu Ft)
2017-07-18,4195.0,366.5,812.7000000000698,793.5999999999767,1014.0,,884.1299999999901,294.0,2.0
2017-07-19,4033.0,500.70000000001164,759.5999999999767,817.0,1096.1999999999534,,535.4099999999889,311.39999999990687,1.0
2017-07-20,4953.0,560.4000000000233,846.5,852.7999999999302,1966.9000000000233,,391.1000000000058,341.70000000006985,1.0
2017-07-21,4443.0,448.0,730.5,812.5,1873.9000000000233,,298.5500000000029,277.80000000004657,2.0
2017-07-22,2647.0,300.20000000001164,419.20000000006985,755.7000000000698,1018.6999999999534,,4.169999999998254,210.40000000002328,1.0
2017-07-23,2621.0,288.0,445.5999999999767,711.9000000000233,1030.3000000000466,,0.2599999999947613,205.0,2.0
2017-07-24,3540.0,397.1000000000349,586.2999999999302,805.3000000000466,1265.7999999999302,,145.41999999999825,316.4000000000233,1.0
2017-07-25,2862.0,319.20000000001164,698.5,783.5999999999767,666.3000000000466,,134.36000000000058,329.89999999990687,2.0
2017-07-26,2702.0,360.6000000000349,577.8000000000466,772.9000000000233,591.2999999999302,,167.72000000000116,298.69999999995343,2.0
2017-07-27,3383.0,486.5999999999767,660.5,819.0999999999767,692.0999999999767,,325.72000000000116,349.30000000004657,1.0
2017-07-28,2577.0,311.0,562.1999999999534,731.1999999999534,525.8000000000466,,183.38000000000466,330.9000000000233,2.0
2017-07-29,1966.0,218.20000000001164,421.80000000004657,699.3000000000466,425.0999999999767,,0.3600000000005821,251.59999999997672,1.0
2017-07-30,1699.0,218.69999999995343,436.0,679.0,195.09999999997672,,0.27999999999883585,216.40000000002328,1.0
2017-07-31,2678.0,366.0,552.8000000000466,785.1999999999534,503.4000000000233,,182.11000000000058,342.4000000000233,2.0
2017-08-01,2889.0,246.5,641.8000000000466,810.2999999999302,561.5,,297.820000000007,356.80000000004657,1.0
2017-08-02,3343.0,433.29999999998836,800.9000000000233,853.8000000000466,626.0,,273.5399999999936,382.29999999993015,2.0
2017-08-03,3058.0,309.5,830.0999999999767,826.8000000000466,541.2999999999302,,267.58000000000175,358.4000000000233,2.0
2017-08-04,2736.0,278.6000000000349,679.4000000000233,773.8000000000466,450.30000000004657,,267.2700000000041,332.0,1.0
2017-08-05,1657.0,177.70000000001164,394.4000000000233,707.5999999999767,210.70000000006985,,0.25,213.0,2.0
2017-08-06,1668.0,176.40000000002328,419.19999999995343,701.5999999999767,210.40000000002328,,0.22999999999592546,207.19999999995343,1.0
2017-08-07,2554.0,274.0,528.6999999999534,773.1000000000931,512.7000000000698,,190.5399999999936,323.5999999999767,2.0
2017-08-08,2563.0,235.0,539.5999999999767,842.9000000000233,468.70000000006985,,213.8000000000029,329.79999999993015,2.0
2017-08-09,2732.0,235.70000000001164,569.5999999999767,806.7000000000698,620.0,,198.4100000000035,331.10000000009313,1.0
2017-08-10,2859.0,352.0,529.2000000000698,812.8999999999069,636.1999999999534,,220.80999999999767,332.5,2.0
2017-08-11,2530.0,270.0,486.79999999993015,780.5,504.79999999993015,,222.52999999999884,287.9000000000233,1.0
2017-08-12,1802.0,176.09999999997672,409.5999999999767,719.0,289.19999999995343,,0.25,255.09999999997672,1.0
2017-08-13,1708.0,178.79999999998836,443.5999999999767,719.3000000000466,199.09999999997672,,0.2400000000052387,213.5,2.0
2017-08-14,2529.0,179.20000000001164,602.0,803.9000000000233,291.4000000000233,,422.65999999998894,294.5999999999767,1.0
2017-08-15,2994.0,193.90000000002328,609.1999999999534,757.0,566.7999999999302,,469.0,336.9000000000233,2.0
2017-08-16,4252.0,461.20000000001164,922.8000000000466,793.3000000000466,1007.9000000000233,,408.3500000000058,332.89999999990687,1.0
2017-08-17,3812.0,482.0,1062.7000000000698,792.5,760.4000000000233,,208.3399999999965,305.5999999999767,2.0
2017-08-18,2856.0,351.5999999999767,627.1000000000931,768.5,611.7999999999302,,219.6999999999971,296.20000000006985,2.0
2017-08-19,1781.0,168.79999999998836,425.29999999993015,676.5999999999767,269.70000000006985,,0.19999999999708962,286.0,1.0
2017-08-20,1719.0,169.79999999998836,459.0,655.0999999999767,220.09999999997672,,0.28000000001338776,259.4000000000233,2.0
2017-08-21,3226.0,265.5,675.3000000000466,816.1999999999534,507.19999999995343,,511.4799999999959,338.9000000000233,2.0
2017-08-22,2799.0,220.29999999998836,762.0,830.9000000000233,404.5,,278.0599999999977,346.29999999993015,1.0
2017-08-23,3486.0,419.79999999998836,876.5999999999767,987.0999999999767,586.4000000000233,,235.80999999999767,329.0,1.0
2017-08-24,3512.0,378.70000000001164,800.2999999999302,912.5,838.5999999999767,,170.47999999999593,374.80000000004657,2.0
2017-08-25,2700.0,183.90000000002328,597.5999999999767,799.5999999999767,602.5999999999767,,229.38999999999942,348.0,1.0
2017-08-26,1875.0,170.59999999997672,405.0,734.0,330.20000000006985,,0.28999999999359716,275.5,2.0
2017-08-27,1844.0,169.40000000002328,446.70000000006985,730.0999999999767,265.69999999995343,,0.3200000000069849,272.5,1.0
2017-08-28,3089.0,245.29999999998836,743.8000000000466,836.5,729.6999999999534,,188.88999999999942,371.5,2.0
2017-08-29,2974.0,289.70000000001164,712.0999999999767,805.6000000000931,652.8000000000466,,176.9600000000064,398.0999999999767,2.0
2017-08-30,4013.0,352.5,983.9000000000233,950.8999999999069,899.6999999999534,,285.5,435.9000000000233,2.0
2017-08-31,3467.0,322.20000000001164,762.5,862.2999999999302,858.9000000000233,,239.97000000000116,451.9000000000233,1.0
2017-09-01,2644.0,218.89999999996508,615.0999999999767,775.0,626.6999999999534,,113.45999999999185,359.0,1.0
2017-09-02,1920.0,164.39999999996508,430.9000000000233,719.9000000000233,396.20000000006985,,0.3000000000029104,255.59999999997672,3.0
2017-09-03,1760.0,164.5,452.20000000006985,672.2000000000698,237.70000000006985,,0.3699999999953434,278.29999999993015,1.0
2017-09-04,1725.0,163.70000000001164,413.4000000000233,698.0,281.5999999999767,,0.3000000000029104,214.69999999995343,2.0
2017-09-05,5061.0,406.4000000000233,1368.8000000000466,952.2999999999302,1133.5999999999767,,467.9400000000023,642.2999999999302,2.0
2017-09-06,5395.0,571.0999999999767,1629.7999999999302,957.2999999999302,1231.2000000000698,,305.99000000000524,546.5,2.0
2017-09-07,5381.0,616.7999999999884,1756.8999999999069,1003.5999999999767,1053.9000000000233,,255.61999999999534,542.5999999999767,2.0
2017-09-08,5253.0,557.5,1601.8000000000466,1026.6000000000931,1094.2999999999302,,199.91999999999825,627.0999999999767,2.0
2017-09-09,2338.0,200.69999999995343,518.0,780.2999999999302,320.70000000006985,,0.3099999999976717,570.4000000000233,2.0
2017-09-10,1842.0,175.20000000001164,493.9000000000233,720.0,254.59999999997672,,0.35000000000582077,246.59999999997672,1.0
2017-09-11,5163.0,566.7999999999884,1667.7000000000698,1033.0999999999767,1045.0999999999767,,205.5899999999965,518.7000000000698,1.0
2017-09-12,5391.0,596.6999999999534,1689.7000000000698,1029.2999999999302,1148.5999999999767,,235.6600000000035,564.7999999999302,3.0
2017-09-13,5703.0,585.5999999999767,1751.9000000000233,979.5999999999767,1184.6999999999534,,407.679999999993,660.5,2.0
2017-09-14,6216.0,595.0999999999767,1805.6999999999534,922.5,1302.8999999999069,,741.9799999999959,705.1999999999534,2.0
2017-09-15,6244.0,551.0,1797.7000000000698,909.8000000000466,1328.0,,770.7200000000012,736.0,2.0
2017-09-16,2005.0,178.29999999998836,554.2999999999302,738.2000000000698,320.30000000004657,,14.789999999993597,250.09999999997672,2.0
2017-09-17,1988.0,179.79999999998836,594.0999999999767,726.5999999999767,296.20000000006985,,15.010000000009313,228.5,2.0
2017-09-18,5957.0,554.7000000000116,1783.0999999999767,923.2999999999302,1320.0,,660.7999999999884,562.3000000000466,1.0
2017-09-19,5806.0,571.9000000000233,1770.6999999999534,939.1999999999534,1368.7000000000698,,490.66999999999825,526.0,2.0
2017-09-20,6032.0,621.2000000000116,1805.8000000000466,956.0999999999767,1373.3000000000466,,592.3600000000006,545.5999999999767,3.0
2017-09-21,3043.0,281.70000000001164,863.1999999999534,766.2999999999302,556.0999999999767,,223.02999999999884,335.5,1.0
2017-09-22,5226.0,523.6000000000349,1665.0999999999767,897.6999999999534,1270.4000000000233,,180.72000000000116,567.0999999999767,1.0
2017-09-23,1980.0,244.09999999997672,423.69999999995343,726.4000000000233,318.0,,77.77000000000407,245.59999999997672,1.0
2017-09-24,2025.0,253.29999999998836,465.19999999995343,715.5,265.5999999999767,,141.25,241.5,2.0
2017-09-25,6342.0,633.7999999999884,1744.8000000000466,1020.0,1331.9000000000233,,806.1800000000076,660.5,2.0
2017-09-26,6146.0,575.8999999999651,1761.2999999999302,954.6999999999534,1327.8000000000466,,713.7400000000052,661.4000000000233,2.0
2017-09-27,7706.0,786.0,2223.100000000093,1010.1999999999534,1727.5999999999767,,814.2100000000064,948.3000000000466,2.0
2017-09-28,5347.0,532.2000000000116,1551.2999999999302,887.4000000000233,1207.0,,450.08000000000175,597.9000000000233,2.0
2017-09-29,5072.0,559.0,1485.0999999999767,1032.5,1201.5999999999767,,142.19000000000233,515.6999999999534,1.0
2017-09-30,1968.0,254.10000000003492,435.89999999990687,707.2999999999302,292.80000000004657,,15.060000000012224,312.80000000004657,1.0
2017-10-01,2003.0,260.70000000001164,469.5,713.0,302.5,,15.110000000000582,293.69999999995343,2.0
2017-10-02,5224.0,563.0,1515.5,1088.4000000000233,1254.8000000000466,,132.7899999999936,562.8000000000466,2.0
2017-10-03,5146.0,546.7000000000116,1551.5,1052.5999999999767,1224.1999999999534,,123.58000000000175,549.0,3.0
2017-10-04,5332.0,554.9000000000233,1584.8000000000466,1045.0,1248.3000000000466,,189.5799999999872,629.7999999999302,2.0
2017-10-05,5482.0,595.7999999999884,1660.5,971.5999999999767,1239.1999999999534,3.617000000000189,304.4499999999971,617.7999999999302,2.0
2017-10-06,5141.0,543.6999999999534,1537.5999999999767,1032.2999999999302,1227.7000000000698,221.0949999999998,174.89999999999418,511.80000000004657,2.0
2017-10-07,2053.0,267.9000000000233,481.0,771.3000000000466,320.4000000000233,0.0,15.270000000004075,252.0,2.0
2017-10-08,1984.0,254.70000000001164,487.79999999993015,736.7000000000698,301.0,0.0,15.30000000000291,242.59999999997672,2.0
2017-10-09,2062.0,261.4000000000233,458.79999999993015,745.9000000000233,365.5999999999767,0.0,15.240000000005239,270.0999999999767,1.0
2017-10-10,5364.0,591.8000000000466,1426.9000000000233,934.8000000000466,1263.0,269.0210000000002,428.4600000000064,562.2000000000698,2.0
2017-10-11,5217.0,555.2999999999884,1463.5999999999767,950.2000000000698,1222.5999999999767,264.2829999999999,227.8700000000099,643.1999999999534,3.0
2017-10-12,4943.0,526.8999999999651,1463.9000000000233,972.2999999999302,1233.8000000000466,255.95900000000006,65.6200000000099,527.6999999999534,2.0
2017-10-13,5076.0,504.0,1462.0,1101.5999999999767,1298.7999999999302,219.72699999999986,82.02999999999884,519.9000000000233,2.0
2017-10-14,2130.0,267.70000000001164,518.5,793.5,339.9000000000233,0.0,15.049999999988358,251.69999999995343,2.0
2017-10-15,2148.0,260.0,505.0,774.5,389.29999999993015,0.0,15.040000000008149,260.30000000004657,1.0
2017-10-16,5288.0,608.5999999999767,1457.7000000000698,1112.7999999999302,1401.4000000000233,243.27800000000025,40.73000000001048,536.5,3.0
2017-10-17,5238.0,561.5,1432.8999999999069,1212.2999999999302,1374.0,218.86400000000003,25.089999999996508,529.5,2.0
2017-10-18,5398.0,582.8999999999651,1467.7999999999302,1122.9000000000233,1438.0999999999767,218.38599999999997,97.58000000000175,589.0999999999767,2.0
2017-10-19,5404.0,558.0999999999767,1492.7000000000698,1089.4000000000233,1410.5999999999767,218.73599999999988,152.25999999999476,603.7999999999302,1.0
2017-10-20,4817.0,490.30000000004657,1171.3999999999069,1040.7000000000698,1276.1999999999534,221.16100000000006,107.41999999999825,617.6000000000931,2.0
2017-10-21,2196.0,256.3999999999651,438.79999999993015,736.3000000000466,331.5999999999767,0.0,14.69999999999709,473.0999999999767,2.0
2017-10-22,2164.0,267.4000000000233,471.20000000006985,711.5999999999767,392.0,0.0,15.120000000009895,361.80000000004657,2.0
2017-10-23,5450.0,590.6000000000349,1452.8000000000466,1073.0,1461.5,233.25599999999986,127.64999999999418,627.4000000000233,2.0
2017-10-24,5398.0,563.9000000000233,1482.0999999999767,965.0,1459.5,246.81100000000015,288.4399999999878,508.30000000004657,1.0
2017-10-25,5690.0,562.7999999999884,1504.5999999999767,987.0,1545.2000000000698,249.6510000000003,343.91999999999825,616.7999999999302,2.0
2017-10-26,5040.0,566.8999999999651,1482.5999999999767,977.1999999999534,1171.6000000000931,255.30399999999918,39.80999999999767,652.6999999999534,2.0
2017-10-27,5310.0,580.1000000000349,1396.6999999999534,1181.0999999999767,1378.7999999999302,231.8120000000008,38.24000000000524,619.3000000000466,3.0
2017-10-28,2121.0,259.20000000001164,483.5,734.4000000000233,388.30000000004657,0.0,15.25,299.20000000006985,2.0
2017-10-29,2034.0,193.60000000003492,416.69999999995343,579.4000000000233,398.4000000000233,0.0,12.029999999998836,483.70000000006985,1.0
2017-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-31,1848.0,144.09999999997672,359.20000000006985,736.0,300.0999999999767,44.222999999999956,12.35000000000582,313.0999999999767,1.0
2017-11-01,2619.0,199.79999999998836,500.29999999993015,985.3000000000466,443.20000000006985,45.46600000000035,15.479999999995925,510.9000000000233,2.0
2017-11-02,5468.0,557.9000000000233,1491.9000000000233,1113.2999999999302,1413.7999999999302,197.3149999999996,56.2100000000064,765.0,2.0
2017-11-03,5301.0,553.5,1429.0999999999767,982.0,1389.3000000000466,205.42199999999957,145.31000000001222,715.5999999999767,3.0
2017-11-04,2285.0,210.20000000001164,490.9000000000233,770.2999999999302,369.70000000006985,0.0,16.15999999998894,490.5,2.0
2017-11-05,2003.0,180.0,475.30000000004657,706.5999999999767,391.20000000006985,0.0,15.220000000001164,292.20000000006985,2.0
2017-11-06,5388.0,532.0,1545.1999999999534,998.4000000000233,1418.5,193.84600000000046,73.68000000000757,743.4000000000233,2.0
2017-11-07,5438.0,549.6000000000349,1479.9000000000233,1348.8000000000466,1409.5,181.83200000000033,15.5,577.7000000000698,3.0
2017-11-08,5753.0,546.3000000000466,1508.9000000000233,1538.9000000000233,1360.2000000000698,212.5009999999993,15.64999999999418,710.5,48.0
2017-11-09,4844.0,484.5,977.2999999999302,1264.3000000000466,1255.9000000000233,211.92100000000028,15.830000000001746,761.0,40.0
2017-11-10,2663.0,207.40000000002328,425.0999999999767,1179.5,420.5,0.0,15.160000000003492,499.10000000009313,24.0
2017-11-11,2980.0,205.29999999998836,419.20000000006985,1310.5,510.0999999999767,0.0,15.259999999994761,611.3000000000466,31.0
2017-11-12,2904.0,205.40000000002328,462.5,1197.5,552.0,0.0,15.430000000007567,561.5,28.0
2017-11-13,5923.0,530.6999999999534,1410.7999999999302,1669.4000000000233,1359.0,201.35500000000047,15.39999999999418,889.2000000000698,55.0
2017-11-14,5660.0,563.2999999999884,1400.8000000000466,1380.5,1452.5,201.9989999999998,15.539999999993597,788.5,44.0
2017-11-15,6035.0,579.2999999999884,1448.2999999999302,1663.5999999999767,1377.5,212.03699999999935,15.779999999998836,894.5999999999767,48.0
2017-11-16,5796.0,573.2000000000116,1477.0,1367.5,1406.2000000000698,219.84900000000016,15.679999999993015,880.5999999999767,37.0
2017-11-17,5867.0,554.5,1417.0,1649.9000000000233,1359.5999999999767,220.58500000000004,15.440000000002328,801.3000000000466,49.0
2017-11-18,2366.0,175.5,464.5,862.4000000000233,359.0,0.0,15.40999999998894,559.8999999999069,10.0
2017-11-19,2286.0,180.39999999996508,487.20000000006985,886.2000000000698,287.0,0.0,14.970000000001164,501.5,12.0
2017-11-20,5663.0,556.7000000000116,1383.3000000000466,1493.0999999999767,1395.7999999999302,205.1819999999998,15.660000000003492,757.4000000000233,49.0
2017-11-21,5116.0,534.2000000000116,1410.6000000000931,1166.0999999999767,1310.0,200.8640000000005,15.64999999999418,862.4000000000233,27.0
2017-11-22,4660.0,458.79999999998836,1052.5999999999767,1210.7999999999302,1293.9000000000233,206.61499999999978,15.369999999995343,548.6000000000931,37.0
2017-11-23,2412.0,181.79999999998836,425.29999999993015,1122.5999999999767,401.79999999993015,0.0,15.269999999989523,344.9000000000233,22.0
2017-11-24,2443.0,181.5,474.69999999995343,886.7999999999302,383.10000000009313,0.0,15.389999999999418,574.8000000000466,15.0
2017-11-25,2039.0,182.40000000002328,426.30000000004657,672.2000000000698,459.0999999999767,0.0,15.30000000000291,347.20000000006985,2.0
2017-11-26,2617.0,182.70000000001164,472.9000000000233,969.2000000000698,475.0,0.0,15.110000000000582,580.9000000000233,19.0
2017-11-27,5779.0,572.8999999999651,1394.5,1591.5999999999767,1423.1999999999534,199.27199999999993,15.5,733.6000000000931,57.0
2017-11-28,5500.0,566.1999999999534,1433.9000000000233,1377.0999999999767,1344.7000000000698,156.6270000000004,15.75,746.3000000000466,52.0
2017-11-29,5480.0,563.4000000000233,1461.5,1265.3000000000466,1464.9000000000233,213.95699999999943,15.360000000000582,631.4000000000233,29.0
2017-11-30,5326.0,575.0,1432.4000000000233,1298.8000000000466,1299.5999999999767,165.34300000000076,15.739999999990687,671.4000000000233,41.0
2017-12-01,5270.0,524.2000000000116,1358.6999999999534,1399.1999999999534,1315.5,163.24599999999919,15.510000000009313,629.4000000000233,39.0
2017-12-02,2540.0,202.5,468.70000000006985,1087.7999999999302,495.4000000000233,0.0,15.560000000012224,350.5999999999767,17.0
2017-12-03,2626.0,181.80000000004657,463.5,1004.0,358.5999999999767,0.0,15.370000000009895,683.6999999999534,17.0
2017-12-04,5960.0,578.0,1406.7999999999302,1484.5999999999767,1517.5999999999767,153.10900000000038,15.739999999990687,952.2999999999302,47.0
2017-12-05,5730.0,558.7000000000116,1470.4000000000233,1321.8000000000466,1444.0,158.96700000000055,15.44999999999709,898.9000000000233,39.0
2017-12-06,6043.0,577.3999999999651,1488.0,1574.3000000000466,1384.4000000000233,158.57799999999952,15.360000000000582,996.3000000000466,38.0
2017-12-07,5860.0,568.7999999999884,1436.0,1475.0999999999767,1365.7000000000698,163.37900000000081,15.55000000000291,981.1999999999534,46.0
2017-12-08,5526.0,444.29999999998836,1206.3000000000466,1579.0,1414.9000000000233,192.7479999999996,15.720000000001164,820.1999999999534,51.0
2017-12-09,3231.0,194.20000000001164,520.0999999999767,1199.2000000000698,618.0,0.0,15.429999999993015,780.4000000000233,24.0
2017-12-10,3125.0,177.5,523.0,1130.6000000000931,491.0,0.0,15.279999999998836,881.4000000000233,29.0
2017-12-11,5722.0,559.2999999999884,1491.2999999999302,1604.3999999999069,1378.6000000000931,200.91799999999967,15.470000000001164,625.5,60.0
2017-12-12,5650.0,529.5999999999767,1454.6999999999534,1623.3000000000466,1365.0999999999767,207.26599999999962,15.279999999998836,606.5,57.0
2017-12-13,6187.0,524.3000000000466,1509.5999999999767,1739.3000000000466,1551.5999999999767,205.2430000000004,15.369999999995343,806.1999999999534,72.0
2017-12-14,5901.0,530.6000000000349,1413.9000000000233,1659.8000000000466,1508.5,207.61000000000058,15.320000000006985,725.1999999999534,73.0
2017-12-15,6016.0,533.2999999999884,1357.0,1681.9000000000233,1650.2000000000698,110.89999999999964,10.90999999998894,831.7999999999302,79.0
2017-12-16,3620.0,202.20000000001164,460.70000000006985,1283.2999999999302,623.5,0.0,15.120000000009895,1140.5,34.0
2017-12-17,3538.0,200.70000000001164,516.5999999999767,1311.3000000000466,678.0999999999767,7.959999999999127,0.07999999998719431,926.9000000000233,49.0
2017-12-18,6098.0,551.6000000000349,1440.1999999999534,1683.5999999999767,1674.6999999999534,117.48999999999978,11.860000000000582,779.5,69.0
2017-12-19,5215.0,520.7999999999884,1361.1999999999534,1302.2999999999302,1284.0999999999767,109.39999999999964,15.569999999992433,757.3000000000466,38.0
2017-12-20,5725.0,610.9000000000233,1487.6999999999534,1588.3000000000466,1312.7999999999302,131.28999999999905,15.110000000000582,728.5,46.0
2017-12-21,5543.0,503.0,1395.3000000000466,1666.5,1195.0,110.9900000000016,14.980000000010477,806.9000000000233,61.0
2017-12-22,5733.0,494.0,1353.0,1662.0,1514.0,112.03999999999905,15.459999999991851,736.7000000000698,71.0
2017-12-23,2896.0,191.40000000002328,464.0,1228.0,568.1999999999534,0.0,15.389999999999418,523.0,29.0
2017-12-24,2813.0,190.59999999997672,505.0,1227.8000000000466,395.5,0.0,15.080000000001746,573.3999999999069,28.0
2017-12-25,2849.0,193.89999999996508,454.0,1261.0999999999767,486.5,19.479999999999563,15.270000000004075,514.4000000000233,41.0
2017-12-26,3807.0,196.29999999998836,528.0,1335.7999999999302,963.4000000000233,86.82000000000153,10.069999999992433,809.2000000000698,53.0
2017-12-27,4106.0,199.09999999997672,564.0,1386.0,1124.0,41.82999999999993,0.0,915.5,58.0
2017-12-28,4625.0,288.5,589.0,1397.4000000000233,1203.4000000000233,87.2400000000016,0.0,1197.6999999999534,68.0
2017-12-29,4639.0,257.80000000004657,673.0,1348.9000000000233,1184.5,86.92000000000007,0.0,1229.4000000000233,73.0
2017-12-30,3996.0,218.39999999996508,708.0,1223.2999999999302,728.3000000000466,84.8799999999992,0.0,1159.5,55.0
2017-12-31,4027.0,231.10000000003492,610.0,1225.5,787.2000000000698,86.72000000000116,0.0,1215.5,64.0
2018-01-01,2976.0,206.40000000002328,462.0,844.5999999999767,660.2000000000698,88.02000000000044,0.0,808.2999999999302,57.0
Metasys File,2017 Q1 Q4 - AHS - Electricity.csv,Report Format,Summary,Time Period,Full Day,Start Time,05:00
.,.,HS Main (kWh),Energy.AHS_N1-Main-kWh-Energy (Trend1),HS DHB Plugload (kWh),Energy.AHS_N1-DHB - kWh Total (Trend1),HS DL Lighting (kWh),Energy.AHS_N1-DL-Energy-kWh (Trend1),HS-Kitchen Emergency (kWh),Energy.AHS_N1-DE-ATS-Energy-kWh (Trend1),HS DG Gym (kWh),Energy.AHS_N1-DG-kWh-Energy (Trend1),HS PBA AHU1- 4  (KWh),Energy.AHS_N1-PBA-KWh-Energy (Trend1),HS M1 Chillers (kWh),Energy.M1-kWh-Energy (Trend1),HS CC (kWh),Energy.CollinCtr-Energy-kWh (Trend1),HS Gas (100 Cu Ft),Gas Meter.AHS_N1-Cubic Feet of Gas (Trend1)
e42ad016a329941915f67a19e00aab64
