Usage statistics start at 05:00 each day
,HS Kitchen Emergency (kWh),HS DG Gym (kWh),HS Plugload DBH (kWh),HS DL Lighting (kWh),HS Main (kWh),HS CC Collins Center (kWh),HS M1 Chillers (kWh)
2016-09-01,983.1000000000349,1694.0,595.1000000000058,1905.0999999999767,7399.0,1250.7000000000116,782.4300000000003
2016-09-02,938.5999999999767,1674.0,560.4000000000233,1733.0,6742.0,1093.0,551.1600000000035
2016-09-03,680.7999999999884,1230.9000000000233,185.20000000001164,517.2999999999884,3413.0,716.1000000000349,111.44999999999709
2016-09-04,666.7000000000116,1073.2000000000116,186.39999999999418,555.3999999999651,3141.0,719.5,0.5200000000040745
2016-09-05,680.8000000000466,1104.0,186.60000000000582,513.0999999999767,2959.0,532.2000000000116,0.5500000000029104
2016-09-06,984.5999999999767,1809.100000000035,570.9000000000233,1866.3000000000466,6452.0,495.0999999999767,525.239999999998
2016-09-07,968.3999999999651,1824.0999999999767,598.3999999999942,1902.5,6706.0,593.4000000000233,627.0299999999988
2016-09-08,1017.0999999999767,1896.2999999999884,648.1999999999825,1905.2000000000116,7463.0,1086.2999999999884,710.8000000000029
2016-09-09,1021.3999999999651,1695.7999999999884,682.1000000000058,1872.9000000000233,7458.0,1368.7999999999884,635.3799999999974
2016-09-10,760.5,1085.5,233.30000000001746,599.2000000000116,3594.0,979.2000000000116,0.19999999999708962
2016-09-11,653.4000000000233,924.0,200.5,694.5999999999767,3292.0,858.0,0.6699999999982538
2016-09-12,1081.2000000000116,1512.2000000000116,604.9000000000233,1754.899999999965,6768.0,1269.2999999999884,336.1800000000003
2016-09-13,1089.2999999999884,1217.7000000000116,586.3999999999942,1734.7000000000116,6662.0,1428.5999999999767,446.5699999999997
2016-09-14,1060.2999999999884,1513.0999999999767,730.3999999999942,2307.0,7729.0,1224.399999999965,663.2699999999968
2016-09-15,1042.2000000000116,1136.0999999999767,560.1999999999825,1748.5,5520.0,563.4000000000233,266.6900000000023
2016-09-16,1064.9000000000233,1155.7999999999884,555.9000000000233,1652.899999999965,5349.0,475.0,251.54999999999563
2016-09-17,699.2999999999884,289.5,179.0,553.8999999999651,1928.0,248.39999999996508,0.5900000000037835
2016-09-18,686.7999999999884,276.79999999998836,183.0,596.9000000000233,1916.0,215.80000000004657,0.5199999999967986
2016-09-19,984.2000000000116,1324.2000000000116,599.5,1886.100000000035,6181.0,548.0,634.3300000000017
2016-09-20,990.2000000000116,1296.5999999999767,607.7000000000116,1865.2000000000116,6139.0,591.0999999999767,591.0500000000029
2016-09-21,992.7999999999884,1315.8000000000466,616.7999999999884,1842.7999999999884,5935.0,521.0,461.9599999999991
2016-09-22,1056.2999999999884,1203.2000000000116,578.0999999999767,1785.0,5954.0,681.8000000000466,453.2299999999959
2016-09-23,940.0999999999767,1197.7000000000116,504.69999999998254,1573.0,5569.0,803.2999999999884,359.90000000000146
2016-09-24,714.1000000000349,346.6000000000349,181.40000000002328,529.9000000000233,2016.0,288.4000000000233,0.6599999999962165
2016-09-25,712.2000000000116,316.29999999998836,179.19999999998254,590.2999999999884,2061.0,308.9000000000233,0.6299999999973807
2016-09-26,1111.7000000000116,1211.7000000000116,554.5999999999767,1601.2000000000116,5198.0,451.1000000000349,82.69000000000233
2016-09-27,961.2999999999884,1184.4000000000233,568.2999999999884,1742.899999999965,5336.0,492.4000000000233,227.7699999999968
2016-09-28,975.9000000000233,1069.0,558.0,1725.0,4978.0,460.79999999998836,21.729999999995925
2016-09-29,1097.0999999999767,1152.5,562.0,1612.2999999999884,5086.0,467.8999999999651,44.94000000000233
2016-09-30,1087.399999999965,1229.600000000035,544.3999999999942,1537.1999999999534,5682.0,1108.7000000000116,25.75
2016-10-01,794.3999999999651,375.80000000004657,213.10000000000582,600.3000000000466,2425.0,493.79999999998836,0.5599999999976717
2016-10-02,742.3999999999651,313.0,183.10000000000582,583.9000000000233,2008.0,236.09999999997672,0.6600000000034925
2016-10-03,939.7000000000116,575.3999999999651,359.79999999998836,660.6999999999534,2930.0,381.29999999998836,0.6900000000023283
2016-10-04,1023.0,1465.0999999999767,554.5,1495.5,5214.0,450.70000000001164,59.36000000000058
2016-10-05,1150.600000000035,1230.600000000035,563.2000000000116,1518.5,5222.0,576.4000000000233,59.01000000000204
2016-10-06,1176.9000000000233,1332.2999999999884,579.6999999999825,1510.0999999999767,5651.0,824.5999999999767,102.69999999999709
2016-10-07,1152.2999999999884,1202.0,529.8000000000175,1451.5999999999767,5200.0,552.2000000000116,165.12000000000262
2016-10-08,823.5999999999767,301.79999999998836,177.60000000000582,753.3000000000466,2970.0,974.0999999999767,0.75
2016-10-09,709.2000000000116,310.70000000001164,176.5,543.0999999999767,1924.0,231.19999999995343,0.5600000000049477
2016-10-10,789.7000000000116,342.8999999999651,176.79999999998836,491.4000000000233,2203.0,457.5,0.6099999999933061
2016-10-11,812.6999999999534,378.29999999998836,189.10000000000582,573.4000000000233,2191.0,290.6000000000349,0.7000000000043656
2016-10-12,733.0,365.0,183.89999999999418,590.0999999999767,2162.0,339.8999999999651,0.6999999999970896
2016-10-13,1126.2999999999884,1232.6999999999534,603.0,1521.0999999999767,5264.0,569.1000000000349,84.47000000000116
2016-10-14,1197.5999999999767,1247.0999999999767,501.6000000000058,1441.6999999999534,5384.0,860.6000000000349,13.029999999998836
2016-10-15,790.2000000000116,349.4000000000233,206.20000000001164,560.1999999999534,2657.0,816.7000000000116,0.7099999999991269
2016-10-16,730.2999999999884,327.70000000001164,179.39999999999418,544.7999999999302,2641.0,922.2000000000116,0.7099999999991269
2016-10-17,1088.399999999965,1281.5999999999767,553.5,1494.0999999999767,5875.0,1205.7999999999884,133.55999999999767
2016-10-18,1095.4000000000233,1131.5999999999767,606.7000000000116,1608.5999999999767,5973.0,1364.2999999999884,33.36000000000058
2016-10-19,1006.0,1269.600000000035,551.6000000000058,1578.9000000000233,6433.0,1683.2000000000116,284.9599999999991
2016-10-20,1101.7000000000116,1192.7000000000116,522.8999999999942,1527.7999999999302,5700.0,1150.7999999999884,61.30999999999767
2016-10-21,969.0999999999767,1177.6999999999534,530.1000000000058,1522.6999999999534,6051.0,1468.9000000000233,234.09000000000378
2016-10-22,802.8999999999651,382.4000000000233,221.20000000001164,616.4000000000233,2776.0,818.2000000000116,0.5899999999965075
2016-10-23,725.5,382.0,191.29999999998836,585.2999999999302,2602.0,781.0,0.680000000000291
2016-10-24,1184.399999999965,1143.1999999999534,527.0,1511.5,5149.0,643.7999999999884,5.790000000000873
2016-10-25,1494.8000000000466,1400.600000000035,521.8999999999942,1490.7999999999302,5633.0,616.7000000000116,0.47999999999592546
2016-10-26,1479.5999999999767,1252.2999999999884,558.6999999999825,1468.0,5662.0,779.8000000000466,0.4599999999991269
2016-10-27,1298.0,1264.0,610.0,1524.7000000000698,5691.0,865.6000000000349,0.5300000000061118
2016-10-28,1226.7000000000116,1143.2000000000116,539.5,1491.2000000000698,5301.0,762.8999999999651,0.5599999999976717
2016-10-29,717.8999999999651,394.5,184.5,502.5,1966.0,219.10000000003492,0.6500000000014552
2016-10-30,700.0,349.8999999999651,180.0,546.7000000000698,2757.0,1043.5,0.6100000000005821
2016-10-31,1413.899999999965,1153.2999999999884,533.0,1520.9000000000233,5215.0,482.8999999999651,0.4599999999991269
2016-11-01,1228.399999999965,1249.0999999999767,529.2000000000116,1539.2999999999302,5303.0,640.5999999999767,0.7200000000011642
2016-11-02,1183.0,1285.2999999999884,537.5,1589.5999999999767,5446.0,653.5999999999767,60.609999999993306
2016-11-03,1117.3000000000466,1281.9000000000233,530.7000000000116,1580.8000000000466,5221.0,560.0999999999767,3.599999999998545
2016-11-04,1351.0,1171.2000000000116,526.2000000000116,1506.3000000000466,5655.0,956.5,0.569999999999709
2016-11-05,899.2000000000116,414.79999999998836,219.79999999998836,561.9000000000233,2742.0,712.7000000000116,0.5299999999988358
2016-11-06,747.3999999999651,411.70000000001164,179.69999999998254,545.0999999999767,2049.0,218.0,0.48999999999796273
2016-11-07,1547.4000000000233,1278.0999999999767,536.7000000000116,1578.9000000000233,5672.0,624.0999999999767,0.41000000000349246
2016-11-08,1077.5,997.7999999999884,331.6000000000058,806.6999999999534,3632.0,493.70000000001164,3.8799999999973807
2016-11-09,1210.0,1381.600000000035,578.6000000000058,1500.5,5400.0,613.3999999999651,10.880000000004657
2016-11-10,1258.9000000000233,1242.899999999965,554.1000000000058,1476.3999999999069,5372.0,708.0,0.6999999999970896
2016-11-11,770.2999999999884,369.4000000000233,175.69999999998254,500.0,2533.0,780.9000000000233,0.5400000000008731
2016-11-12,790.7000000000116,394.4000000000233,171.19999999998254,472.0,2302.0,532.4000000000233,0.5899999999965075
2016-11-13,712.0999999999767,357.5999999999767,171.69999999998254,534.3000000000466,2204.0,483.8999999999651,0.6500000000014552
2016-11-14,1148.9000000000233,1137.7999999999884,552.1000000000058,1474.1999999999534,5144.0,717.5999999999767,16.459999999999127
2016-11-15,1262.4000000000233,1188.2999999999884,520.3000000000175,1518.0,5425.0,825.4000000000233,0.5200000000040745
2016-11-16,1232.7000000000116,1287.0999999999767,541.5,1570.3999999999069,5471.0,703.5999999999767,0.5400000000008731
2016-11-17,1149.7999999999884,1162.2999999999884,547.7999999999884,1563.2000000000698,5321.0,768.0,0.5399999999935972
2016-11-18,1163.100000000035,1260.4000000000233,517.3000000000175,1510.1999999999534,5279.0,666.0,29.43000000000029
2016-11-19,798.6000000000349,344.70000000001164,174.70000000001164,555.0999999999767,2343.0,528.0,0.7100000000064028
2016-11-20,961.8000000000466,358.0,175.70000000001164,566.0999999999767,2506.0,511.8999999999651,0.3600000000005821
2016-11-21,1657.899999999965,1311.0999999999767,565.2999999999884,1548.0999999999767,5845.0,663.1999999999534,0.25
2016-11-22,1521.5,1164.7000000000116,508.8999999999942,1446.5,5815.0,1060.7999999999884,0.4699999999938882
2016-11-23,1437.7999999999884,1183.7999999999884,420.0,989.0999999999767,4654.0,498.3999999999651,0.37000000000261934
2016-11-24,810.0,450.0,180.79999999998836,496.30000000004657,2469.0,597.0999999999767,0.4400000000023283
2016-11-25,680.2000000000116,446.1000000000349,177.30000000001746,516.3000000000466,2330.0,570.0,0.5499999999956344
2016-11-26,670.0,555.7999999999884,171.39999999999418,490.80000000004657,2050.0,217.70000000001164,0.5200000000040745
2016-11-27,1042.2999999999884,549.2000000000116,174.5,526.5,2806.0,592.9000000000233,0.4099999999962165
2016-11-28,1589.0,1284.2000000000116,512.7999999999884,1491.5,5596.0,639.3000000000466,0.3400000000037835
2016-11-29,1309.9000000000233,1384.9000000000233,553.3999999999942,1506.5999999999767,5639.0,788.5999999999767,0.5999999999985448
2016-11-30,1318.0999999999767,1231.399999999965,521.5,1561.5,5356.0,601.8000000000466,0.5499999999956344
2016-12-01,1303.9000000000233,1194.899999999965,566.0,1514.5,5202.0,503.79999999998836,0.6100000000005821
2016-12-02,1260.2999999999884,1143.0999999999767,454.0,1206.9000000000233,5010.0,817.2999999999884,0.6299999999973807
2016-12-03,942.6000000000349,530.2000000000116,201.20000000001164,582.0999999999767,3012.0,831.7000000000116,0.4400000000023283
2016-12-04,1119.0,412.69999999995343,172.10000000000582,587.7000000000698,2943.0,731.7000000000116,0.3099999999976717
2016-12-05,1687.2999999999884,1364.7000000000116,525.5999999999767,1526.1999999999534,6241.0,1051.2000000000116,0.16999999999825377
2016-12-06,1399.6999999999534,1258.0,525.5,1480.5999999999767,5924.0,1155.7000000000116,0.46000000000640284
2016-12-07,1582.600000000035,1242.0,540.7000000000116,1524.4000000000233,6137.0,1151.5,0.3499999999985448
2016-12-08,1599.5999999999767,1299.399999999965,560.3000000000175,1521.1000000000931,6260.0,1189.2999999999884,0.2999999999956344
2016-12-09,1665.600000000035,1253.0999999999767,526.8999999999942,1439.0999999999767,5977.0,997.9000000000233,0.1900000000023283
2016-12-10,1390.2999999999884,677.2000000000116,204.40000000002328,554.5999999999767,3912.0,1188.7999999999884,0.06999999999970896
2016-12-11,1337.399999999965,1073.899999999965,184.69999999998254,703.3000000000466,4544.0,1338.9000000000233,0.33000000000174623
2016-12-12,1605.7000000000116,1223.5999999999767,466.3999999999942,1383.7000000000698,5578.0,831.2999999999884,0.26000000000203727
2016-12-13,1323.4000000000233,1325.9000000000233,507.3999999999942,1483.8000000000466,5774.0,1052.100000000035,0.48999999999796273
2016-12-14,1650.7000000000116,1273.5999999999767,591.2000000000116,1480.0,6234.0,1163.600000000035,0.2900000000008731
2016-12-15,1736.2000000000116,1401.6999999999534,584.2999999999884,1489.0999999999767,6439.0,1160.8000000000466,0.029999999998835847
2016-12-16,1771.3000000000466,1492.5,513.3999999999942,1421.0999999999767,6575.0,1428.2000000000116,0.0
2016-12-17,1268.4000000000233,814.7999999999884,174.0,526.9000000000233,4091.0,1418.0,0.13999999999941792
2016-12-18,998.0,798.7999999999884,180.39999999999418,682.0999999999767,3730.0,1166.899999999965,0.4599999999991269
2016-12-19,1776.5,1437.7000000000698,532.0999999999767,1488.8000000000466,6058.0,825.5999999999767,0.0
2016-12-20,1680.2000000000116,1326.3000000000466,543.0,1503.2999999999302,5895.0,880.5,0.19999999999708962
2016-12-21,1562.5999999999767,1456.5,521.0999999999767,1570.3000000000466,6040.0,963.2000000000116,0.3400000000037835
2016-12-22,1624.2999999999884,1298.2999999999302,518.0,1475.5999999999767,5761.0,824.7000000000116,0.22999999999592546
2016-12-23,1388.7000000000116,1192.8000000000466,514.8000000000175,1363.5,5175.0,672.5999999999767,0.46000000000640284
2016-12-24,948.7999999999884,452.5999999999767,185.20000000001164,510.20000000006985,2777.0,754.0999999999767,0.3699999999953434
2016-12-25,1110.5999999999767,488.20000000006985,181.39999999999418,539.5,2648.0,408.0,0.27999999999883585
2016-12-26,866.5999999999767,867.2999999999302,184.90000000002328,506.0999999999767,3242.0,818.3999999999651,0.5100000000020373
2016-12-27,821.6000000000349,697.9000000000233,190.10000000000582,615.5,2658.0,370.4000000000233,0.5599999999976717
2016-12-28,1176.7000000000698,800.0,187.19999999998254,614.8000000000466,3192.0,504.29999999998836,0.26000000000203727
2016-12-29,1302.1999999999534,919.6999999999534,209.39999999999418,608.2000000000698,4189.0,1257.5999999999767,0.33000000000174623
2016-12-30,1397.0999999999767,733.0,183.39999999999418,609.5999999999767,3422.0,586.5999999999767,0.22000000000116415
2016-12-31,1057.7000000000698,757.0999999999767,185.5,508.10000000009313,3001.0,540.8000000000466,0.3499999999985448
2017-01-01,514.0,427.69999999995343,108.10000000000582,318.79999999993015,1581.0,256.9000000000233,0.31999999999970896
Metasys File,2016 Q1Q4 - AHS Electricity,Report Format,Summary,Date Range,12/30/2015 to 01/01/2017,Time Period,Full Day,Start Time,05:00
.,.,HS Kitchen Emergency (kWh),Energy.AHS_N1-DE-ATS-Energy-kWh (Trend1),HS DG Gym (kWh),Energy.AHS_N1-DG-kWh-Energy (Trend1),HS Plugload DBH (kWh),Energy.AHS_N1-DHB - kWh Total (Trend1),HS DL Lighting (kWh),Energy.AHS_N1-DL-Energy-kWh (Trend1),HS Main (kWh),Energy.AHS_N1-Main-kWh-Energy (Trend1),HS CC Collins Center (kWh),Energy.CollinCtr-Energy-kWh (Trend1),HS M1 Chillers (kWh),Energy.M1-kWh-Energy (Trend1)
6dfd55ee66ad03909afc6eb3e50f409d
